Pothole Detection System - Report
Generated:,2025-12-12 01:39:45

Summary Statistics
Total Detections,1000
Potholes,400
Cracks,600
Average Confidence,67.8%
High Severity,283
Medium Severity,542
Low Severity,175

Detailed Detections
ID,Type,Confidence,Latitude,Longitude,Timestamp
431,crack,57,-33.756319,151.170502,2025-09-20 00:29:33
432,crack,55,-33.848914,151.338921,2025-11-17 09:39:05
433,crack,70,-33.906558,151.174206,2025-08-27 09:01:51
434,crack,51,-33.970346,151.239159,2025-09-27 05:04:05
435,crack,78,-33.821397,151.29278,2025-09-20 02:50:36
436,crack,82,-37.789242,144.990906,2025-11-18 16:45:13
437,crack,57,-37.879402,144.869507,2025-08-28 09:52:55
438,crack,84,-33.898736,151.160802,2025-10-28 07:28:19
439,crack,89,-37.807118,144.900437,2025-11-05 06:05:50
440,crack,79,-33.863333,151.131918,2025-11-15 11:44:32
441,crack,45,-37.726414,145.084469,2025-10-31 16:55:28
442,crack,93,-37.689782,144.969058,2025-09-21 02:32:40
443,crack,92,-37.802899,145.0394,2025-10-03 16:53:47
444,crack,77,-33.967383,151.300309,2025-10-12 20:12:32
445,crack,79,-37.837047,145.015743,2025-08-26 02:41:27
446,crack,73,-33.823255,151.277056,2025-10-09 08:16:06
447,crack,46,-37.885374,144.893304,2025-11-17 02:31:59
448,crack,40,-33.838576,151.164261,2025-11-19 21:48:51
449,crack,88,-37.923524,144.886766,2025-09-21 16:41:16
450,crack,82,-37.755797,144.888221,2025-08-25 18:00:47
451,crack,92,-37.705929,145.076793,2025-09-07 06:54:23
452,crack,53,-33.874823,151.091735,2025-11-01 18:10:49
453,crack,48,-33.741826,151.136349,2025-09-29 10:37:34
454,crack,45,-37.808873,144.915414,2025-10-03 21:16:20
455,crack,74,-33.941946,151.272864,2025-11-08 07:21:28
456,crack,94,-34.005981,151.134355,2025-09-27 13:21:08
457,crack,85,-37.846352,145.09725,2025-10-21 10:05:04
458,crack,69,-37.775656,144.832534,2025-09-20 22:13:03
459,crack,81,-37.703694,144.906258,2025-09-26 03:24:46
460,crack,86,-37.758074,145.079929,2025-10-16 11:51:22
461,crack,66,-37.857305,145.023477,2025-10-10 00:40:58
462,crack,41,-37.793841,144.894456,2025-10-26 13:59:41
463,crack,93,-33.807006,151.257286,2025-11-02 07:36:32
464,crack,66,-33.979765,151.248124,2025-11-07 01:46:45
465,crack,43,-33.816804,151.315356,2025-08-28 12:16:08
466,crack,65,-33.723562,151.327768,2025-11-15 09:25:10
467,crack,47,-33.769254,151.194793,2025-08-26 19:39:37
468,crack,47,-37.891453,144.923926,2025-09-22 14:27:06
469,crack,67,-37.935301,144.921843,2025-10-23 20:34:07
470,crack,70,-37.665183,144.927802,2025-09-04 20:26:51
471,crack,72,-33.906651,151.296667,2025-09-02 10:41:17
472,crack,94,-33.972114,151.210249,2025-09-20 19:57:46
473,crack,47,-37.826376,144.940343,2025-09-18 06:46:34
474,crack,81,-37.807213,144.877498,2025-08-28 16:55:47
475,crack,85,-37.782022,145.054944,2025-11-21 14:28:06
476,crack,84,-33.861783,151.094697,2025-09-25 10:41:44
477,crack,64,-37.936844,145.058596,2025-10-09 04:21:01
478,crack,91,-37.696583,144.899885,2025-08-30 17:17:53
479,crack,66,-37.776605,144.908544,2025-09-07 16:50:59
480,crack,64,-33.835814,151.22126,2025-10-18 01:06:42
481,crack,65,-37.722287,145.103065,2025-10-27 01:32:16
482,crack,62,-37.680315,144.930275,2025-09-28 18:21:27
483,crack,75,-37.761456,144.979034,2025-09-12 13:54:31
484,crack,94,-33.798979,151.138127,2025-09-29 23:06:44
485,crack,75,-37.681734,145.006231,2025-10-29 23:20:45
486,crack,64,-33.739387,151.179516,2025-08-24 22:29:27
487,crack,92,-37.827415,144.912677,2025-11-10 06:01:07
488,crack,77,-37.754908,144.858675,2025-09-19 19:03:03
489,crack,67,-37.687339,144.928866,2025-09-07 09:53:03
490,crack,94,-33.826421,151.301162,2025-10-27 00:55:37
491,crack,50,-37.947812,144.931056,2025-08-29 07:38:19
492,crack,92,-37.713557,144.894077,2025-10-30 07:30:33
493,crack,56,-37.798186,144.914935,2025-11-21 05:32:45
494,crack,71,-33.793808,151.218308,2025-10-20 08:45:05
495,crack,71,-37.864197,144.91629,2025-09-20 18:51:46
496,crack,55,-33.923684,151.292819,2025-09-26 05:37:03
497,crack,74,-33.93983,151.283595,2025-10-11 04:22:30
498,crack,71,-33.845396,151.085404,2025-10-05 00:27:16
499,crack,77,-33.87946,151.359073,2025-10-23 10:51:41
500,crack,76,-37.77941,145.059693,2025-10-19 12:48:36
501,crack,45,-37.811195,145.043162,2025-09-20 12:34:55
502,crack,40,-34.013454,151.292539,2025-10-06 11:13:30
503,crack,62,-37.868071,144.905708,2025-10-27 09:33:51
504,crack,79,-37.712034,144.941645,2025-09-18 10:51:14
505,crack,46,-33.743732,151.148372,2025-09-13 20:23:32
506,crack,50,-37.911851,145.091205,2025-09-29 07:54:51
507,crack,53,-37.812293,144.968626,2025-10-27 01:19:13
508,crack,55,-37.860393,145.073266,2025-11-03 09:51:11
509,crack,74,-37.701619,144.93272,2025-10-14 08:37:07
510,crack,50,-37.74103,144.996428,2025-09-18 22:37:38
511,crack,46,-33.722835,151.284477,2025-10-18 18:16:54
512,crack,88,-37.699273,144.932433,2025-10-16 18:42:47
513,crack,72,-33.986333,151.290998,2025-10-16 08:10:40
514,crack,72,-37.853466,145.053907,2025-11-20 07:36:33
515,crack,50,-37.675362,144.971701,2025-09-19 12:49:03
516,crack,77,-37.829601,145.018579,2025-09-09 00:15:57
517,crack,46,-33.977495,151.071297,2025-11-14 04:15:46
518,crack,54,-37.836198,144.915582,2025-09-04 23:25:00
519,crack,87,-37.796447,145.104811,2025-10-02 13:22:51
520,crack,74,-33.859827,151.344077,2025-08-28 07:56:34
521,crack,78,-37.854255,144.84141,2025-10-29 08:19:31
522,crack,51,-37.938192,144.817122,2025-10-14 17:05:12
523,crack,90,-37.674154,144.878463,2025-10-16 06:24:20
524,crack,54,-37.680858,144.857699,2025-09-09 06:17:53
525,crack,47,-33.822192,151.339085,2025-10-20 00:11:57
526,crack,55,-33.786953,151.091819,2025-09-11 06:49:38
527,crack,90,-37.714884,145.077814,2025-10-08 03:13:28
528,crack,93,-37.78839,144.948684,2025-11-02 15:20:02
529,crack,40,-33.791264,151.280187,2025-08-31 14:08:17
530,crack,90,-37.86223,144.991622,2025-09-15 07:10:13
531,crack,76,-33.958523,151.168783,2025-11-08 17:42:08
532,crack,59,-33.782536,151.195547,2025-10-06 04:27:35
533,crack,56,-37.811964,144.827636,2025-10-01 11:45:59
534,crack,65,-33.723374,151.317892,2025-08-28 18:04:11
535,crack,54,-33.793702,151.324138,2025-08-25 13:24:00
536,crack,80,-37.962345,144.836869,2025-11-11 20:28:00
537,crack,65,-37.928759,144.897545,2025-10-21 21:41:05
538,crack,69,-33.825729,151.330559,2025-11-03 21:21:14
539,crack,79,-33.912519,151.28254,2025-11-01 06:40:25
540,crack,81,-37.720055,145.074926,2025-09-06 13:02:41
541,crack,55,-37.747916,145.069776,2025-09-15 21:31:48
542,crack,47,-37.702159,144.97362,2025-10-21 15:24:56
543,crack,51,-33.753855,151.075,2025-11-08 13:53:48
544,crack,80,-33.733256,151.244703,2025-10-11 20:42:26
545,crack,42,-33.919067,151.351042,2025-09-24 16:45:33
546,crack,91,-33.9103,151.294444,2025-09-23 03:07:09
547,crack,45,-37.840746,145.035312,2025-10-14 20:03:30
548,crack,78,-37.737674,144.820642,2025-08-30 19:00:29
549,crack,80,-34.001948,151.104624,2025-10-14 23:44:02
550,crack,59,-33.885065,151.159373,2025-11-02 18:28:29
551,crack,63,-33.99384,151.06853,2025-09-19 11:03:42
552,crack,49,-33.963344,151.096053,2025-10-21 18:04:06
553,crack,57,-37.752824,144.874895,2025-08-23 20:53:48
554,crack,81,-37.899933,144.917655,2025-10-19 06:50:51
555,crack,59,-33.751924,151.207962,2025-11-01 02:18:55
556,crack,56,-37.818335,144.95195,2025-11-04 17:47:15
557,crack,70,-37.93678,145.050468,2025-10-08 20:15:15
558,crack,62,-37.832921,145.107695,2025-11-09 05:36:08
559,crack,94,-33.990409,151.283337,2025-11-08 07:52:41
560,crack,88,-33.791315,151.284661,2025-10-24 17:36:54
561,crack,74,-37.912244,144.93194,2025-08-26 10:10:30
562,crack,91,-33.749164,151.26123,2025-08-27 04:28:52
563,crack,86,-37.864878,145.002468,2025-11-10 07:20:01
564,crack,46,-33.875024,151.242692,2025-10-02 02:32:44
565,crack,40,-37.94933,145.089491,2025-10-10 08:37:45
566,crack,42,-37.711211,144.901101,2025-10-07 07:34:14
567,crack,93,-33.898631,151.315679,2025-08-25 18:49:58
568,crack,40,-33.827926,151.06744,2025-08-25 18:30:24
569,crack,51,-33.877901,151.133055,2025-09-26 07:59:36
570,crack,53,-33.743623,151.115371,2025-08-26 13:43:37
571,crack,94,-33.961349,151.232438,2025-11-12 03:57:20
572,crack,47,-33.719177,151.132324,2025-11-11 12:06:17
573,crack,75,-37.944273,144.875641,2025-10-30 22:34:17
574,crack,46,-33.851558,151.348604,2025-09-23 17:35:16
575,crack,45,-37.760632,144.963331,2025-11-02 21:06:22
576,crack,79,-33.802227,151.091791,2025-11-21 00:58:07
577,crack,91,-37.873275,144.818647,2025-11-06 21:22:02
578,crack,50,-33.847581,151.128162,2025-08-27 16:34:33
579,crack,63,-37.893288,144.881587,2025-09-06 12:36:25
580,crack,71,-33.925497,151.164819,2025-08-30 04:08:32
581,crack,80,-37.778288,145.000224,2025-11-07 12:50:15
582,crack,87,-33.872082,151.325261,2025-10-04 08:30:04
583,crack,79,-33.963918,151.138969,2025-11-18 01:14:31
584,crack,56,-37.738149,145.008126,2025-09-29 05:20:55
585,crack,68,-37.666951,145.021192,2025-10-08 05:12:44
586,crack,80,-33.840623,151.136996,2025-09-16 10:14:32
587,crack,74,-33.88229,151.181283,2025-09-28 08:22:16
588,crack,63,-33.755367,151.241874,2025-10-16 12:37:13
589,crack,64,-37.677048,145.008637,2025-10-06 00:04:06
590,crack,47,-33.783664,151.356095,2025-10-23 22:35:07
591,crack,56,-37.781329,144.814077,2025-11-02 10:54:55
592,crack,60,-33.909014,151.268086,2025-10-11 03:31:19
593,crack,79,-33.950644,151.285001,2025-10-21 03:29:35
594,crack,48,-34.013771,151.208315,2025-11-08 05:51:42
595,crack,71,-33.880206,151.197338,2025-09-17 04:33:41
596,crack,80,-33.85761,151.152311,2025-11-17 18:09:10
597,crack,66,-33.824815,151.3478,2025-11-17 00:05:09
598,crack,43,-33.869113,151.178081,2025-10-30 14:52:51
599,crack,82,-37.675448,144.891167,2025-10-21 21:50:45
600,crack,88,-33.882883,151.108414,2025-10-05 05:28:21
601,crack,54,-33.735857,151.158074,2025-09-17 12:28:40
602,crack,56,-33.974472,151.272499,2025-10-15 15:36:57
603,crack,88,-33.825858,151.278411,2025-09-29 16:34:10
604,crack,41,-33.840796,151.330324,2025-10-08 16:40:35
605,crack,60,-33.813468,151.060123,2025-09-11 11:35:36
606,crack,60,-33.949666,151.215998,2025-09-04 08:40:14
607,crack,84,-33.756056,151.308737,2025-10-06 23:36:57
608,crack,78,-33.757497,151.102119,2025-08-23 18:38:08
609,crack,42,-33.995092,151.171506,2025-10-27 09:15:41
610,crack,86,-34.007192,151.1322,2025-10-15 01:41:59
611,crack,87,-33.774585,151.249808,2025-09-05 10:37:17
612,crack,59,-33.973622,151.188691,2025-09-11 04:03:56
613,crack,87,-37.850465,144.998128,2025-08-27 17:27:28
614,crack,85,-37.713587,144.95111,2025-09-04 21:38:39
615,crack,71,-37.950628,144.998534,2025-11-03 23:58:33
616,crack,67,-37.797115,144.891275,2025-10-29 05:09:20
617,crack,70,-33.906807,151.180664,2025-09-30 11:50:41
618,crack,56,-37.713234,144.902805,2025-11-19 15:48:33
619,crack,92,-33.995076,151.09282,2025-10-24 11:38:55
620,crack,48,-33.779568,151.195357,2025-10-18 03:05:05
621,crack,92,-33.761984,151.318078,2025-09-14 23:29:01
622,crack,81,-37.87763,144.960171,2025-09-25 17:16:52
623,crack,65,-33.749369,151.343496,2025-10-06 23:36:25
624,crack,67,-33.733329,151.062821,2025-11-19 19:42:56
625,crack,42,-37.701538,144.83829,2025-08-29 21:50:03
626,crack,69,-33.877193,151.289048,2025-11-05 00:35:08
627,crack,78,-33.930502,151.163515,2025-10-25 08:05:55
628,crack,61,-33.975891,151.306997,2025-10-07 20:57:59
629,crack,95,-37.793771,145.029639,2025-11-06 03:39:52
630,crack,77,-37.909905,144.920002,2025-10-25 15:48:14
631,crack,40,-37.856321,144.885844,2025-11-09 18:42:27
632,crack,47,-37.849829,145.053523,2025-11-01 19:04:26
633,crack,56,-33.90572,151.193208,2025-10-11 23:14:01
634,crack,61,-33.736351,151.071398,2025-10-06 03:04:16
635,crack,50,-37.730593,145.02418,2025-11-09 12:21:48
636,crack,84,-37.836652,145.046678,2025-10-18 08:12:10
637,crack,59,-37.710231,144.884801,2025-09-08 12:33:17
638,crack,50,-37.669305,145.089185,2025-10-21 00:43:51
639,crack,55,-33.838405,151.075724,2025-09-08 03:32:55
640,crack,89,-33.840582,151.158714,2025-10-04 17:01:28
641,crack,42,-33.981264,151.201031,2025-11-17 23:09:54
642,crack,53,-33.979199,151.2064,2025-09-14 00:06:04
643,crack,86,-33.907931,151.35371,2025-09-02 09:07:07
644,crack,94,-37.884494,144.951909,2025-10-28 17:26:58
645,crack,77,-37.828843,144.838725,2025-11-17 01:52:28
646,crack,86,-33.744531,151.318223,2025-09-13 16:44:16
647,crack,64,-33.951944,151.066792,2025-11-03 00:15:50
648,crack,64,-33.955138,151.223859,2025-11-21 06:54:31
649,crack,88,-33.791906,151.152222,2025-10-10 19:29:14
650,crack,85,-33.784629,151.076534,2025-08-26 04:04:30
651,crack,73,-37.910954,144.965619,2025-09-01 11:56:12
652,crack,69,-37.835972,145.036495,2025-09-01 23:02:30
653,crack,73,-33.875213,151.112615,2025-11-10 02:39:24
654,crack,72,-33.728583,151.188093,2025-09-11 13:31:26
655,crack,79,-33.886442,151.148305,2025-10-28 21:05:05
656,crack,95,-33.797603,151.291001,2025-10-23 17:37:00
657,crack,47,-33.72055,151.343319,2025-09-03 06:00:33
658,crack,61,-33.71912,151.102383,2025-09-28 16:37:01
659,crack,68,-33.920499,151.189025,2025-10-17 02:17:56
660,crack,82,-37.934052,144.894586,2025-11-05 12:06:19
661,crack,66,-33.983079,151.340195,2025-09-22 08:33:39
662,crack,94,-37.883779,144.988016,2025-08-27 02:47:21
663,crack,76,-34.017873,151.083439,2025-09-24 19:43:35
664,crack,84,-33.729681,151.354453,2025-10-28 00:37:59
665,crack,90,-33.851713,151.303668,2025-08-24 13:35:46
666,crack,47,-33.76328,151.329209,2025-09-29 08:41:05
667,crack,80,-33.813896,151.107639,2025-11-01 16:59:34
668,crack,49,-37.795401,145.074222,2025-11-10 17:28:58
669,crack,83,-33.857175,151.104686,2025-10-08 10:33:52
670,crack,72,-33.992235,151.276633,2025-10-27 11:21:54
671,crack,82,-37.737895,145.047759,2025-09-13 05:43:11
672,crack,42,-33.997602,151.157191,2025-08-31 09:56:22
673,crack,66,-33.767511,151.225681,2025-10-25 18:42:21
674,crack,62,-33.908872,151.129857,2025-10-09 21:06:29
675,crack,62,-33.838715,151.100896,2025-10-20 19:53:54
676,crack,72,-37.711239,144.828377,2025-11-05 13:08:11
677,crack,83,-34.003195,151.281102,2025-10-01 04:41:44
678,crack,47,-33.775468,151.319755,2025-09-13 20:04:20
679,crack,91,-37.668863,144.895195,2025-09-13 01:40:16
680,crack,91,-37.761622,144.848872,2025-10-31 03:41:39
681,crack,75,-34.005254,151.120377,2025-11-13 23:00:53
682,crack,78,-37.836351,144.94514,2025-09-21 07:48:41
683,crack,49,-37.943942,145.012201,2025-10-02 23:47:06
684,crack,91,-33.839988,151.173382,2025-09-29 23:43:32
685,crack,64,-33.744679,151.335854,2025-09-25 12:21:27
686,crack,74,-37.878711,144.885289,2025-08-23 23:34:05
687,crack,78,-37.917079,145.076733,2025-11-16 00:04:11
688,crack,79,-37.673195,145.112469,2025-10-22 15:57:16
689,crack,50,-33.887601,151.346028,2025-08-28 05:48:41
690,crack,74,-37.74158,144.922863,2025-11-15 23:26:21
691,crack,55,-37.667798,144.926142,2025-10-13 14:43:23
692,crack,63,-33.80074,151.236876,2025-08-23 17:46:19
693,crack,92,-33.898598,151.105378,2025-08-23 05:21:36
694,crack,91,-37.751157,144.912979,2025-08-23 05:02:46
695,crack,42,-33.803416,151.183155,2025-10-07 18:42:35
696,crack,59,-37.735615,144.985945,2025-10-06 16:01:31
697,crack,45,-33.882179,151.324725,2025-10-29 22:09:33
698,crack,53,-37.878647,145.077849,2025-10-05 18:40:08
699,crack,56,-37.935912,145.107493,2025-10-19 22:19:59
700,crack,50,-37.813316,145.042854,2025-10-02 20:06:31
701,crack,60,-37.961319,144.939277,2025-10-02 05:17:45
702,crack,56,-33.856032,151.147383,2025-11-20 18:58:19
703,crack,45,-37.6916,144.877251,2025-11-11 10:59:15
704,crack,79,-33.854789,151.304196,2025-11-20 03:07:17
705,crack,81,-37.864684,145.100482,2025-10-25 19:56:38
706,crack,85,-37.690425,144.987108,2025-09-29 03:40:36
707,crack,89,-37.897378,145.058888,2025-10-26 20:21:12
708,crack,42,-33.941428,151.339788,2025-10-20 19:17:38
709,crack,47,-37.767452,145.083122,2025-09-06 09:30:17
710,crack,91,-37.863694,144.955673,2025-10-13 12:25:50
711,crack,76,-33.851622,151.134357,2025-11-07 07:27:09
712,crack,51,-37.744909,145.062975,2025-11-01 16:01:14
713,crack,82,-33.900333,151.178033,2025-10-19 10:19:33
714,crack,41,-33.749869,151.112436,2025-09-23 01:47:41
715,crack,41,-37.932727,144.911153,2025-08-29 05:36:59
716,crack,68,-37.78569,145.023232,2025-11-06 15:18:03
717,crack,86,-33.988072,151.233364,2025-09-26 00:34:09
718,crack,79,-37.91005,145.07923,2025-11-11 19:41:17
719,crack,74,-37.929182,145.077508,2025-11-17 17:56:21
720,crack,77,-33.763871,151.086562,2025-10-17 20:41:49
721,crack,42,-34.011116,151.187174,2025-08-31 12:16:05
722,crack,45,-33.961656,151.188801,2025-10-10 08:20:00
723,crack,67,-37.857061,144.887126,2025-10-11 06:08:18
724,crack,59,-33.871763,151.229441,2025-10-28 00:05:25
725,crack,59,-33.823912,151.227582,2025-08-28 09:58:11
726,crack,90,-37.797308,144.911553,2025-10-31 23:22:26
727,crack,85,-33.924899,151.230656,2025-08-23 20:10:01
728,crack,64,-37.804635,145.099401,2025-10-03 23:27:01
729,crack,62,-33.773715,151.298555,2025-10-18 09:41:39
730,crack,68,-34.011002,151.209909,2025-11-03 14:01:29
731,crack,93,-37.781543,144.978453,2025-09-22 18:16:51
732,crack,47,-37.72534,144.947524,2025-10-15 21:23:30
733,crack,56,-33.862704,151.179287,2025-11-21 14:58:37
734,crack,70,-33.948012,151.092095,2025-11-02 12:31:50
735,crack,54,-33.992899,151.061462,2025-09-15 16:16:07
736,crack,51,-33.943181,151.192396,2025-10-31 05:36:39
737,crack,60,-33.961303,151.2658,2025-10-01 03:26:14
738,crack,60,-37.885158,144.947968,2025-11-20 08:52:10
739,crack,74,-33.897332,151.172874,2025-09-09 16:44:23
740,crack,47,-33.933564,151.165172,2025-10-30 18:38:00
741,crack,42,-37.857657,144.823651,2025-09-19 15:44:47
742,crack,91,-37.718317,145.07587,2025-09-23 23:49:09
743,crack,68,-37.91564,144.905945,2025-09-20 19:09:56
744,crack,95,-33.929785,151.215942,2025-10-03 15:02:12
745,crack,94,-37.865111,144.854905,2025-09-18 23:03:35
746,crack,61,-34.016151,151.242649,2025-09-21 19:25:30
747,crack,86,-33.730492,151.143633,2025-09-11 17:27:10
748,crack,55,-33.762072,151.274786,2025-09-28 11:08:50
749,crack,94,-33.866938,151.335871,2025-09-11 21:48:19
750,crack,47,-37.887103,145.032777,2025-11-19 07:16:21
751,crack,56,-37.917986,144.823695,2025-09-14 17:24:56
752,crack,83,-33.931321,151.077917,2025-11-08 01:57:17
753,crack,82,-37.897876,144.878285,2025-08-29 08:10:47
754,crack,61,-37.939122,145.032651,2025-09-22 23:16:33
755,crack,72,-33.992427,151.214902,2025-11-01 06:59:41
756,crack,72,-33.869623,151.32208,2025-09-17 06:18:42
757,crack,73,-33.909142,151.202818,2025-11-19 08:05:05
758,crack,45,-37.712664,144.898401,2025-10-03 17:21:43
759,crack,90,-33.992781,151.326916,2025-09-25 20:37:11
760,crack,59,-33.954382,151.307903,2025-10-07 20:50:07
761,crack,88,-37.743355,144.848153,2025-10-09 15:20:39
762,crack,59,-33.804844,151.286235,2025-09-06 18:08:07
763,crack,48,-33.871217,151.298089,2025-09-27 15:08:29
764,crack,56,-37.899017,144.939015,2025-09-30 03:16:36
765,crack,87,-37.706879,145.017992,2025-10-24 12:59:44
766,crack,79,-37.918093,144.911839,2025-08-31 20:09:31
767,crack,48,-37.88914,145.055186,2025-08-30 02:49:46
768,crack,61,-37.956867,145.080674,2025-09-23 05:57:57
769,crack,57,-33.940477,151.143217,2025-11-14 21:42:13
770,crack,55,-37.679382,145.074048,2025-11-08 09:25:20
771,crack,69,-37.945023,144.836889,2025-10-14 11:40:05
772,crack,85,-33.882635,151.12076,2025-09-18 17:15:15
773,crack,84,-37.866165,144.854945,2025-10-03 04:37:20
774,crack,46,-33.884851,151.271686,2025-09-26 21:10:06
775,crack,71,-37.824057,145.025351,2025-10-30 07:14:32
776,crack,71,-37.783632,145.036047,2025-11-08 00:21:52
777,crack,47,-37.912569,144.952515,2025-10-17 12:07:40
778,crack,49,-33.778766,151.161791,2025-11-07 17:35:39
779,crack,68,-33.769827,151.16745,2025-10-25 02:00:59
780,crack,45,-37.78462,145.093272,2025-11-20 03:10:23
781,crack,89,-37.836135,144.984412,2025-10-07 17:59:02
782,crack,49,-37.753414,144.950301,2025-10-15 21:37:27
783,crack,73,-37.895452,144.863816,2025-11-03 04:02:04
784,crack,67,-33.833679,151.28528,2025-11-03 06:58:29
785,crack,78,-33.737647,151.318593,2025-10-06 01:24:49
786,crack,62,-37.891562,145.034014,2025-11-09 03:24:08
787,crack,47,-37.815344,144.833834,2025-10-26 04:38:06
788,crack,79,-37.746481,144.849422,2025-10-28 11:44:23
789,crack,47,-37.839752,144.873095,2025-09-03 03:25:34
790,crack,59,-37.738373,144.886022,2025-11-14 06:03:31
791,crack,83,-33.90387,151.125221,2025-09-24 09:58:49
792,crack,91,-33.751447,151.265782,2025-10-24 12:26:25
793,crack,83,-37.934066,144.852128,2025-10-18 09:48:36
794,crack,60,-33.855445,151.218069,2025-11-02 19:08:50
795,crack,52,-33.831676,151.191089,2025-10-21 07:53:16
796,crack,41,-33.976909,151.347551,2025-09-11 04:58:31
797,crack,42,-37.911957,144.961338,2025-09-06 17:28:43
798,crack,76,-37.925159,145.020523,2025-10-10 22:52:10
799,crack,64,-33.930266,151.286202,2025-11-02 09:05:22
800,crack,79,-33.842926,151.353319,2025-10-28 06:06:07
801,crack,72,-33.822976,151.150386,2025-09-15 19:03:03
802,crack,90,-37.668681,145.034332,2025-10-09 17:35:08
803,crack,86,-34.006591,151.235656,2025-10-19 02:45:05
804,crack,57,-33.893663,151.217529,2025-10-01 05:18:32
805,crack,93,-37.896771,145.099838,2025-09-24 19:16:12
806,crack,59,-37.822587,145.037217,2025-09-22 00:29:11
807,crack,81,-37.700772,144.94025,2025-10-11 17:02:17
808,crack,88,-33.972278,151.237824,2025-10-18 14:50:22
809,crack,80,-33.795295,151.146629,2025-10-27 14:43:14
810,crack,90,-37.951843,145.051841,2025-08-25 10:15:54
811,crack,89,-33.975056,151.31456,2025-10-18 22:25:04
812,crack,50,-33.96895,151.191599,2025-09-28 03:29:27
813,crack,50,-33.782007,151.076386,2025-10-11 19:06:55
814,crack,50,-37.826346,144.960398,2025-09-15 06:33:07
815,crack,95,-37.776964,144.912348,2025-09-24 20:41:39
816,crack,92,-33.834498,151.255101,2025-10-07 10:35:09
817,crack,44,-37.945023,145.093375,2025-09-08 00:32:03
818,crack,54,-37.866982,144.974061,2025-09-11 20:48:52
819,crack,50,-34.006548,151.079419,2025-10-16 08:34:47
820,crack,80,-37.783407,145.07527,2025-11-05 09:03:31
821,crack,44,-37.674433,144.92631,2025-10-17 00:39:23
822,crack,53,-33.855104,151.188102,2025-11-02 23:35:56
823,crack,84,-33.959532,151.249317,2025-11-06 20:29:06
824,crack,80,-37.920952,144.957385,2025-09-07 11:16:30
825,crack,70,-33.898791,151.196289,2025-10-04 14:58:24
826,crack,57,-33.853293,151.138167,2025-08-28 07:18:30
827,crack,46,-37.864177,144.829355,2025-08-25 01:06:26
828,crack,87,-37.733079,144.918393,2025-10-19 02:42:01
829,crack,93,-37.769384,144.912797,2025-11-10 07:09:47
830,crack,94,-37.789084,145.074879,2025-09-27 09:10:42
831,crack,90,-37.757005,144.84029,2025-08-28 07:18:41
832,crack,48,-37.947815,144.85584,2025-09-17 07:28:18
833,crack,87,-33.997687,151.114252,2025-09-10 09:50:52
834,crack,64,-33.811894,151.182597,2025-09-27 08:42:13
835,crack,79,-37.900015,144.854668,2025-09-02 18:56:34
836,crack,79,-33.994303,151.109762,2025-10-11 14:05:46
837,crack,50,-33.861895,151.303596,2025-09-12 21:21:17
838,crack,51,-37.824274,145.071275,2025-11-05 23:26:47
839,crack,87,-33.815814,151.171589,2025-10-10 14:44:33
840,crack,57,-33.886528,151.184472,2025-08-27 06:13:20
841,crack,69,-33.829468,151.222767,2025-09-10 04:22:53
842,crack,87,-33.724667,151.113533,2025-10-18 11:11:27
843,crack,84,-37.780325,145.098929,2025-09-19 02:27:58
844,crack,92,-37.851414,144.983092,2025-10-27 07:19:05
845,crack,68,-37.938933,144.996786,2025-11-16 19:51:34
846,crack,85,-33.874126,151.289875,2025-10-28 21:44:00
847,crack,53,-37.834505,144.81611,2025-08-28 17:02:59
848,crack,93,-37.753041,145.110858,2025-08-25 19:39:47
849,crack,86,-37.871571,145.040452,2025-09-28 18:33:27
850,crack,76,-33.831271,151.257247,2025-10-23 18:02:13
851,crack,84,-33.796782,151.230941,2025-10-09 08:50:37
852,crack,74,-37.864707,145.009583,2025-11-02 00:34:47
853,crack,90,-33.967202,151.111867,2025-11-14 19:02:10
854,crack,63,-37.920793,145.029053,2025-11-19 19:07:21
855,crack,84,-33.913384,151.17343,2025-09-21 00:58:06
856,crack,54,-37.677812,144.987587,2025-09-18 14:12:51
857,crack,55,-37.769791,145.078705,2025-09-21 04:42:26
858,crack,47,-33.839634,151.112823,2025-10-17 05:17:40
859,crack,72,-37.95984,144.860404,2025-10-06 03:09:05
860,crack,95,-37.885849,145.015603,2025-10-09 23:38:09
861,crack,49,-37.726456,144.863898,2025-09-06 19:10:17
862,crack,60,-37.859174,144.920441,2025-10-06 18:07:14
863,crack,76,-37.665232,144.993479,2025-10-30 01:38:10
864,crack,73,-34.013087,151.106704,2025-10-04 12:50:43
865,crack,70,-33.869255,151.24409,2025-10-29 19:58:10
866,crack,50,-33.757358,151.090256,2025-10-21 20:05:00
867,crack,75,-37.687371,144.983167,2025-10-27 17:24:36
868,crack,56,-37.698316,145.11085,2025-11-03 05:49:18
869,crack,74,-37.802513,144.83996,2025-09-30 18:09:08
870,crack,43,-33.8331,151.340772,2025-11-07 03:27:32
871,crack,42,-37.693625,144.997194,2025-10-13 23:42:59
872,crack,79,-33.998267,151.303433,2025-10-28 17:46:06
873,crack,52,-33.88758,151.35165,2025-10-13 14:00:36
874,crack,49,-33.802166,151.184296,2025-09-28 14:31:07
875,crack,44,-33.998049,151.088655,2025-11-18 11:55:19
876,crack,93,-37.759372,144.977322,2025-08-28 20:59:18
877,crack,85,-33.751499,151.076116,2025-11-17 06:37:34
